10, 4694
20, 706
30, 1133
40, 1468
50, 1857
60, 2280
70, 2496
80, 2861
90, 3226
100, 3948
110, 2793
120, 3050
130, 3307
140, 3569
150, 3842
160, 4080
170, 4337
180, 4630
190, 4853
200, 5172
210, 5377
220, 5628
230, 5903
240, 6142
250, 6418
260, 6688
270, 6917
280, 7189
290, 7610
300, 7713
310, 7965
320, 8253
330, 8475
340, 8736
350, 8987
360, 9253
370, 9535
380, 9790
390, 10025
400, 10446
410, 10578
420, 10802
430, 11053
440, 11313
450, 11565
460, 11833
470, 12097
480, 12337
490, 12764
500, 12866
510, 13114
520, 13374
530, 13638
540, 13885
550, 14192
560, 14559
570, 14701
580, 14933
590, 15187
600, 15444
610, 15704
620, 15949
630, 16383
640, 16479
650, 16721
660, 16992
670, 17247
680, 17510
690, 17938
700, 18030
710, 18276
720, 18546
730, 18795
740, 19269
750, 19312
760, 19566
770, 19817
780, 20104
790, 20496
800, 20595
810, 20877
820, 21126
830, 21430
840, 21806
850, 21915
860, 22172
870, 22403
880, 22822
890, 22920
900, 23188
910, 23434
920, 23861
930, 23952
940, 24208
950, 24531
960, 24739
970, 25161
980, 25239
990, 25503
1000, 25954
1010, 26026
1020, 26313
1030, 26548
1040, 26974
1050, 27060
1060, 27314
1070, 27563
1080, 27984
1090, 28086
1100, 28344
1110, 28774
1120, 28891
1130, 29135
1140, 29376
1150, 29807
1160, 29890
1170, 30148
1180, 30569
1190, 30666
1200, 30919
1210, 31339
1220, 31451
1230, 31700
1240, 32003
1250, 32222
1260, 32477
1270, 32772
1280, 33163
1290, 33243
1300, 33495
1310, 33924
1320, 34014
1330, 34442
1340, 34526
1350, 34793
1360, 35212
1370, 35311
1380, 35606
1390, 35996
1400, 36108
1410, 36364
1420, 36785
1430, 36850
1440, 37114
1450, 37541
1460, 37633
1470, 38046
1480, 38167
1490, 38432
1500, 38842
1510, 38943
1520, 39340
1530, 39437
1540, 39691
1550, 40127
1560, 40205
1570, 40629
1580, 40726
1590, 40999
1600, 41401
1610, 41496
1620, 41931
1630, 42013
1640, 42277
1650, 42690
1660, 42800
1670, 43228
1680, 43309
1690, 43743
1700, 43844
1710, 44252
1720, 44342
1730, 44600
1740, 45036
1750, 45122
1760, 45568
1770, 45653
1780, 46074
1790, 46155
1800, 46574
1810, 46652
1820, 47086
1830, 47176
1840, 47465
1850, 47820
1860, 47989
1870, 48388
1880, 48469
1890, 48907
1900, 48980
1910, 49415
1920, 49489
1930, 49932
1940, 50040
1950, 50474
1960, 50570
1970, 50970
1980, 51041
1990, 51476
2000, 51563
2010, 52106
2020, 52284
2030, 52368
2040, 52766
2050, 52844
2060, 53276
2070, 53365
2080, 53879
2090, 53903
2100, 54323
2110, 54417
2120, 54820
2130, 54925
2140, 55359
2150, 55690
2160, 55793
2170, 56173
2180, 56220
2190, 56626
2200, 56723
2210, 57152
2220, 57429
2230, 57532
2240, 57941
2250, 58016
2260, 58439
2270, 58532
2280, 58959
2290, 59288
2300, 59332
2310, 59791
2320, 59855
2330, 60243
2340, 60548
2350, 60602
2360, 61022
2370, 61111
2380, 61563
2390, 61814
2400, 61885
2410, 62314
2420, 62596
2430, 62732
2440, 63125
2450, 63189
2460, 63592
2470, 63868
2480, 64126
2490, 64485
2500, 64683
2510, 64753
2520, 65212
2530, 65498
2540, 65585
2550, 65983
2560, 66197
2570, 66303
2580, 66716
2590, 66998
2600, 67115
2610, 67592
2620, 67777
2630, 67895
2640, 68241
2650, 68496
2660, 68608
2670, 69085
2680, 69297
2690, 69373
2700, 69787
2710, 70268
2720, 70356
2730, 70429
2740, 70843
2750, 71100
2760, 71185
2770, 71626
2780, 71967
2790, 72177
2800, 72236
2810, 72721
2820, 72905
2830, 72984
2840, 73486
2850, 73692
2860, 73910
2870, 74024
2880, 74476
2890, 74722
2900, 74984
2910, 75111
2920, 75505
2930, 75738
2940, 76045
2950, 76142
2960, 76523
2970, 76757
2980, 77023
2990, 77282
3000, 77452
3010, 77811
3020, 78063
3030, 78309
3040, 78451
3050, 78852
3060, 79124
3070, 79387
3080, 79653
3090, 79710
3100, 80223
3110, 80397
3120, 80633
3130, 80894
3140, 80987
3150, 81487
3160, 81739
3170, 81931
3180, 82214
3190, 82432
3200, 82561
3210, 82985
3220, 83235
3230, 83465
3240, 83787
3250, 84032
3260, 84080
3270, 84514
3280, 84814
3290, 85119
3300, 85323
3310, 85544
3320, 85803
3330, 85890
3340, 86323
3350, 86595
3360, 86854
3370, 87097
3380, 87413
3390, 87669
3400, 87736
3410, 88125
3420, 88466
3430, 88727
3440, 88922
3450, 89164
3460, 89405
3470, 89677
3480, 89949
3490, 90234
3500, 90315
3510, 90732
3520, 91079
3530, 91285
3540, 91470
3550, 91728
3560, 92070
3570, 92271
3580, 92517
3590, 92763
3600, 93033
3610, 93322
3620, 93440
3630, 93819
3640, 94052
3650, 94428
3660, 94588
3670, 94833
3680, 95076
3690, 95432
3700, 95631
3710, 95871
3720, 96151
3730, 96415
3740, 96698
3750, 96943
3760, 97156
3770, 97487
3780, 97721
3790, 97945
3800, 98177
3810, 98500
3820, 98777
3830, 99003
3840, 99236
3850, 99477
3860, 99736
3870, 100027
3880, 100266
3890, 100544
3900, 100878
3910, 101035
3920, 101288
3930, 101619
3940, 101875
3950, 102132
3960, 102338
3970, 102587
3980, 102849
3990, 103139
4000, 103405
4010, 103745
4020, 103991
4030, 104143
4040, 104386
4050, 104716
4060, 104912
4070, 105156
4080, 105407
4090, 105731
4100, 105983
4110, 106384
4120, 106493
4130, 106837
4140, 106999
4150, 107218
4160, 107562
4170, 107750
4180, 107997
4190, 108285
4200, 108552
4210, 108843
4220, 109093
4230, 109451
4240, 109662
4250, 109812
4260, 110068
4270, 110375
4280, 110654
4290, 110871
4300, 111123
4310, 111398
4320, 111681
4330, 112080
4340, 112132
4350, 112441
4360, 112639
4370, 112961
4380, 113232
4390, 113480
4400, 113848
4410, 113948
4420, 114203
4430, 114468
4440, 114706
4450, 115068
4460, 115189
4470, 115652
4480, 115763
4490, 116107
4500, 116306
4510, 116516
4520, 116773
4530, 117221
4540, 117300
4550, 117583
4560, 117856
4570, 118066
4580, 118330
4590, 118832
4600, 118842
4610, 119153
4620, 119361
4630, 119622
4640, 120072
4650, 120140
4660, 120476
4670, 120662
4680, 120892
4690, 121415
4700, 121420
4710, 121672
4720, 121970
4730, 122445
4740, 122442
4750, 122762
4760, 122983
4770, 123233
4780, 123633
4790, 123830
4800, 124003
4810, 124293
4820, 124715
4830, 124872
4840, 125059
4850, 125378
4860, 125687
4870, 125822
4880, 126136
4890, 126352
4900, 126744
4910, 126848
4920, 127124
4930, 127590
4940, 127607
4950, 127931
4960, 128126
4970, 128579
4980, 128713
4990, 128945
5000, 129325
5010, 129427
5020, 129716
5030, 129938
5040, 130439
5050, 130510
5060, 130721
5070, 131198
5080, 131248
5090, 131484
5100, 131977
5110, 132031
5120, 132310
5130, 132716
5140, 132835
5150, 133040
5160, 133464
5170, 133602
5180, 133804
5190, 134268
5200, 134388
5210, 134609
5220, 135034
5230, 135191
5240, 135349
5250, 135828
5260, 135903
5270, 136159
5280, 136621
5290, 136672
5300, 137088
5310, 137209
5320, 137425
5330, 137839
5340, 138009
5350, 138244
5360, 138624
5370, 138715
5380, 139215
5390, 139228
5400, 139598
5410, 139974
5420, 140083
5430, 140423
5440, 140515
5450, 140791
5460, 141231
5470, 141316
5480, 141766
5490, 141889
5500, 142237
5510, 142358
5520, 142588
5530, 142992
5540, 143115
5550, 143533
5560, 143641
5570, 144126
5580, 144232
5590, 144450
5600, 144758
5610, 144926
5620, 145361
5630, 145497
5640, 145849
5650, 145959
5660, 146358
5670, 146441
5680, 146906
5690, 147005
5700, 147406
5710, 147523
5720, 147809
5730, 148209
5740, 148277
5750, 148687
5760, 148814
5770, 149213
5780, 149316
5790, 149713
5800, 149798
5810, 150283
5820, 150355
5830, 150752
5840, 150863
5850, 151270
5860, 151344
5870, 151792
5880, 151865
5890, 152351
5900, 152575
5910, 152629
5920, 153067
5930, 153170
5940, 153604
5950, 153725
5960, 154130
5970, 154232
5980, 154627
5990, 154748
6000, 155080
6010, 155217
6020, 155716
6030, 155942
6040, 155993
6050, 156447
6060, 156519
6070, 156930
6080, 157054
6090, 157479
6100, 157754
6110, 157842
6120, 158223
6130, 158334
6140, 158749
6150, 159069
6160, 159099
6170, 159535
6180, 159627
6190, 160061
6200, 160319
6210, 160411
6220, 160812
6230, 160978
6240, 161348
6250, 161582
6260, 161699
6270, 162162
