152, 23162
183, 6703
237, 8082
121, 5099
179, 6710
100, 4766
64, 3697
100, 4644
85, 4239
161, 6378
49, 3347
209, 7887
146, 5601
169, 6004
100, 4358
93, 4206
234, 7490
72, 3853
231, 7604
156, 5822
64, 3871
122, 5141
129, 5218
331, 9981
94, 4441
130, 5546
187, 5874
56, 3243
29, 2796
67, 3470
109, 4346
103, 4328
102, 4243
113, 4474
81, 3824
398, 10548
96, 5057
56, 3335
57, 3626
104, 4676
115, 4860
105, 4672
88, 4455
208, 7092
61, 3593
117, 4910
118, 4958
299, 9177
30, 3056
184, 6595
301, 9272
119, 4924
48, 3068
102, 4213
233, 6868
213, 6573
67, 3571
119, 4485
127, 4680
179, 5812
137, 4855
167, 5519
338, 9064
105, 4267
59, 3391
166, 5000
308, 7691
84, 3494
352, 8469
157, 4872
138, 4680
181, 5373
136, 4804
200, 6067
143, 4963
326, 8344
94, 4071
79, 3759
156, 5162
30, 3268
88, 4278
161, 5771
93, 4402
130, 5114
283, 8252
66, 4050
149, 5523
198, 6469
185, 6162
215, 7723
69, 4116
110, 5030
131, 5533
65, 4187
35, 3334
88, 4459
138, 5435
259, 8484
213, 8133
379, 12813
251, 10043
153, 7307
58, 5402
134, 6127
112, 6176
133, 4790
78, 3434
113, 4423
172, 5519
114, 4461
312, 8786
128, 4748
171, 5111
150, 4532
111, 3750
112, 3671
73, 3017
181, 5507
212, 6119
376, 13526
43, 2681
116, 4304
234, 6641
58, 3347
202, 6305
217, 6477
119, 4741
80, 3672
156, 5410
108, 5186
57, 3116
106, 4192
134, 4833
251, 7035
135, 5031
153, 6256
66, 3360
256, 6162
98, 3192
176, 4618
187, 4883
392, 8625
152, 3983
115, 3409
27, 1626
170, 4211
40, 2676
83, 2814
139, 4308
274, 6016
183, 4739
311, 6700
176, 4468
190, 4865
45, 2761
177, 4519
139, 4004
133, 3851
58, 2722
117, 3551
64, 2850
105, 3437
290, 6544
116, 2969
221, 4558
206, 4441
172, 4141
55, 2201
44, 2086
159, 4180
65, 2413
141, 3557
275, 6181
108, 3161
150, 4065
468, 9544
44, 2154
97, 3366
253, 5551
97, 2828
83, 2728
318, 6178
100, 3002
419, 8137
219, 4690
102, 3106
77, 2778
288, 5893
254, 5633
242, 4977
40, 2625
143, 3425
163, 3839
162, 3860
62, 2465
375, 6777
100, 3030
63, 2872
80, 2696
85, 2785
106, 3728
77, 11489
109, 2868
46, 1987
169, 4128
108, 2793
120, 3257
87, 2459
358, 6588
233, 4708
133, 3273
99, 2725
31, 2076
135, 3250
205, 4571
184, 3926
131, 3105
45, 2036
60, 2297
70, 2365
56, 2251
48, 2379
241, 6012
100, 2841
231, 4880
77, 2537
154, 3749
120, 3509
83, 2921
102, 3053
204, 4633
28, 1705
239, 5268
218, 4914
345, 7155
143, 3640
91, 2744
59, 2233
82, 2749
115, 3547
198, 4134
128, 3322
309, 5618
34, 1984
241, 4690
218, 4509
20, 1743
130, 3227
81, 2652
297, 5766
47, 2276
185, 4222
82, 3144
201, 4664
234, 5191
175, 4304
202, 4695
192, 4610
103, 3354
45, 2632
36, 2425
64, 2820
126, 3702
34, 2336
121, 4191
223, 5646
93, 3487
109, 3800
167, 4743
62, 2997
107, 3744
159, 4531
61, 2927
194, 5191
132, 4771
63, 2963
190, 5363
259, 6341
92, 2964
74, 2706
77, 2820
188, 4751
56, 2617
128, 3645
22, 2068
148, 3981
117, 3599
97, 3730
214, 5060
102, 3176
40, 2140
195, 4732
87, 2964
50, 2358
139, 3781
127, 3604
143, 3853
77, 2940
66, 2786
180, 4936
252, 5569
80, 2961
141, 3876
129, 4313
147, 4333
205, 5488
45, 2751
88, 3416
222, 5881
119, 3948
113, 3853
355, 8290
95, 3559
134, 4486
208, 5497
544, 10860
51, 2839
258, 6139
33, 2508
296, 6835
110, 4233
49, 2579
105, 3841
43, 2721
199, 5550
166, 4792
236, 6186
262, 6581
275, 6821
24, 2214
210, 5613
104, 8216
217, 5914
108, 3813
191, 5268
262, 7085
105, 3802
180, 5049
563, 13221
41, 2232
205, 5742
238, 6804
90, 3752
281, 7209
207, 5599
138, 4366
138, 4329
266, 6860
70, 3444
81, 3486
51, 2938
212, 5899
76, 3591
270, 7597
214, 6415
189, 5966
229, 6884
299, 8273
110, 4648
70, 3831
92, 4227
370, 9099
60, 8721
183, 4974
179, 4589
106, 3255
107, 3321
115, 3482
278, 6428
190, 5043
71, 2485
117, 3207
349, 7361
83, 3009
104, 3308
286, 6320
234, 5382
148, 4032
214, 5151
57, 2640
86, 3669
226, 5327
84, 3130
116, 3543
66, 2818
82, 3024
176, 4477
83, 3135
248, 5584
119, 3805
225, 6982
